CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,deploymentNumber,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,depth
OC1503D,,,,CE06ISSM-RID16-04-VELPTA000,2,1,2015-04-10T04:30:00,2015-10-13T00:00:00,A01159,,A00237,47.13111,-124.27195,,
OC1503D,,,,CE06ISSM-RID16-05-PCO2WB000,2,1,2015-04-10T04:30:00,2015-10-13T00:00:00,A01159,,A00258,47.13111,-124.27195,,
OC1503D,,,,CE06ISSM-RID16-06-PHSEND000,2,1,2015-04-10T04:30:00,2015-10-13T00:00:00,A01159,,A00250,47.13111,-124.27195,,
OC1503D,,,,CE06ISSM-RID16-07-NUTNRB000,2,1,2015-04-10T04:30:00,2015-10-13T00:00:00,A01159,,A00692,47.13111,-124.27195,,
OC1503D,,,,CE06ISSM-RID16-08-SPKIRB000,2,1,2015-04-10T04:30:00,2015-10-13T00:00:00,A01159,,A00694,47.13111,-124.27195,,
OC1503D,,,,CE06ISSM-SBC11-00-CPMENG000,2,1,2015-04-10T04:30:00,2015-10-13T00:00:00,A01159,,OL000208,47.13111,-124.27195,,
OC1503D,,,,CE06ISSM-SBD17-00-DCLENG000,2,1,2015-04-10T04:30:00,2015-10-13T00:00:00,A01159,,OL000210,47.13111,-124.27195,,
OC1503D,,,,CE06ISSM-SBD17-01-MOPAK0000,2,1,2015-04-10T04:30:00,2015-10-13T00:00:00,A01159,,OL000214,47.13111,-124.27195,,
OC1503D,,,,CE06ISSM-SBD17-04-VELPTA000,2,1,2015-04-10T04:30:00,2015-10-13T00:00:00,A01159,,A01024,47.13111,-124.27195,,
OC1510A,,,,CE06ISSM-MFC31-00-CPMENG000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,OL000217,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-MFD35-00-DCLENG000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,OL000220,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-MFD35-01-VEL3DD000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A01028,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-MFD35-02-PRESFA000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,N00674,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-MFD35-04-ADCPTM000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A01051,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-MFD37-00-DCLENG000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,OL000221,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-MFD37-03-CTDBPC000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A01757,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-MFD37-03-DOSTAD000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A01693,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-MFD37-07-ZPLSCC000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,N00675,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-RID16-00-DCLENG000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,OL000219,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-RID16-01-OPTAAD000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,N00673,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-RID16-02-FLORTD000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A00474,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-RID16-03-CTDBPC000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A00128,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-RID16-03-DOSTAD000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A01690,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-RID16-04-VELPTA000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A01015,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-RID16-05-PCO2WB000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A00800,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-RID16-06-PHSEND000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A01427,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-RID16-07-NUTNRB000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A01778,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-RID16-08-SPKIRB000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A01660,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-SBC11-00-CPMENG000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,OL000216,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-SBD17-00-DCLENG000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,OL000218,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-SBD17-01-MOPAK0000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,OL000215,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-SBD17-04-VELPTA000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A01747,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-SBD17-06-CTDBPC000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A01755,47.13327,-124.27092,,
OC1510A,,,,CE06ISSM-SBD17-06-FLORTD000,3,1,2015-10-13T22:54:00,2016-05-06T00:00:00,N00267,,A00219,47.13327,-124.27092,,
TN-342,,,,CE06ISSM-MFC31-00-CPMENG000,4,1,2016-05-06T02:24:00,,OL000397,,OL000402,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-MFD35-00-DCLENG000,4,1,2016-05-06T02:24:00,,OL000397,,OL000404,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-MFD35-01-VEL3DD000,4,1,2016-05-06T02:24:00,,OL000397,,A00061,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-MFD35-02-PRESFA000,4,1,2016-05-06T02:24:00,,OL000397,,A00248,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-MFD35-04-ADCPTM000,4,1,2016-05-06T02:24:00,,OL000397,,A01052,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-MFD35-05-PCO2WB000,4,1,2016-05-06T02:24:00,,OL000397,,A00260,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-MFD35-06-PHSEND000,4,1,2016-05-06T02:24:00,,OL000397,,A00797,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-MFD37-00-DCLENG000,4,1,2016-05-06T02:24:00,,OL000397,,OL000403,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-MFD37-01-OPTAAD000,4,1,2016-05-06T02:24:00,,OL000397,,A00582,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-MFD37-03-CTDBPC000,4,1,2016-05-06T02:24:00,,OL000397,,A01040,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-MFD37-03-DOSTAD000,4,1,2016-05-06T02:24:00,,OL000397,,A00173,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-MFD37-07-ZPLSCC000,4,1,2016-05-06T02:24:00,,OL000397,,A01152,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-RID16-00-DCLENG000,4,1,2016-05-06T02:24:00,,OL000397,,OL000401,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-RID16-01-OPTAAD000,4,1,2016-05-06T02:24:00,,OL000397,,A00130,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-RID16-02-FLORTD000,4,1,2016-05-06T02:24:00,,OL000397,,A01229,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-RID16-03-CTDBPC000,4,1,2016-05-06T02:24:00,,OL000397,,A01090,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-RID16-03-DOSTAD000,4,1,2016-05-06T02:24:00,,OL000397,,A00803,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-RID16-04-VELPTA000,4,1,2016-05-06T02:24:00,,OL000397,,A01024,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-RID16-05-PCO2WB000,4,1,2016-05-06T02:24:00,,OL000397,,A00258,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-RID16-06-PHSEND000,4,1,2016-05-06T02:24:00,,OL000397,,A00250,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-RID16-07-NUTNRB000,4,1,2016-05-06T02:24:00,,OL000397,,A00122,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-RID16-08-SPKIRB000,4,1,2016-05-06T02:24:00,,OL000397,,A00694,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-SBC11-00-CPMENG000,4,1,2016-05-06T02:24:00,,OL000397,,OL000399,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-SBD17-00-DCLENG000,4,1,2016-05-06T02:24:00,,OL000397,,OL000400,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-SBD17-01-MOPAK0000,4,1,2016-05-06T02:24:00,,OL000397,,OL000398,47.13498,-124.27315,,
TN-342,,,,CE06ISSM-SBD17-04-VELPTA000,4,1,2016-05-06T02:24:00,,OL000397,,A01752,47.13498,-124.27315,,
OC1503D,,,,CE06ISSP-SP001-00-SPPENG000,1,1,2015-04-10T18:10:00,2015-07-08T00:00:00,N00268,,N00123.1,47.1348,-124.27326,,
OC1503D,,,,CE06ISSP-SP001-02-DOSTAJ000,1,1,2015-04-10T18:10:00,2015-07-08T00:00:00,N00268,,N00572,47.1348,-124.27326,,
OC1503D,,,,CE06ISSP-SP001-04-OPTAAJ000,1,1,2015-04-10T18:10:00,2015-07-08T00:00:00,N00268,,N00573,47.1348,-124.27326,,
OC1503D,,,,CE06ISSP-SP001-05-VELPTJ000,1,1,2015-04-10T18:10:00,2015-07-08T00:00:00,N00268,,N00574,47.1348,-124.27326,,
OC1503D,,,,CE06ISSP-SP001-06-NUTNRJ000,1,1,2015-04-10T18:10:00,2015-07-08T00:00:00,N00268,,N00575,47.1348,-124.27326,,
OC1503D,,,,CE06ISSP-SP001-07-SPKIRJ000,1,1,2015-04-10T18:10:00,2015-07-08T00:00:00,N00268,,N00576,47.1348,-124.27326,,
OC1503D,,,,CE06ISSP-SP001-08-FLORTJ000,1,1,2015-04-10T18:10:00,2015-07-08T00:00:00,N00268,,N00577,47.1348,-124.27326,,
OC1503D,,,,CE06ISSP-SP001-09-CTDPFJ000,1,1,2015-04-10T18:10:00,2015-07-08T00:00:00,N00268,,N00578,47.1348,-124.27326,,
OC1503D,,,,CE06ISSP-SP001-10-PARADJ000,1,1,2015-04-10T18:10:00,2015-07-08T00:00:00,N00268,,N00579,47.1348,-124.27326,,
Miss Linda,,,,CE06ISSP-SP001-00-SPPENG000,2,1,2015-07-08T22:30:00,2015-08-21T00:00:00,N00269,,N00122.1,47.13102,-124.26534,,
Miss Linda,,,,CE06ISSP-SP001-02-DOSTAJ000,2,1,2015-07-08T22:30:00,2015-08-21T00:00:00,N00269,,N00580,47.13102,-124.26534,,
Miss Linda,,,,CE06ISSP-SP001-04-OPTAAJ000,2,1,2015-07-08T22:30:00,2015-08-21T00:00:00,N00269,,N00581,47.13102,-124.26534,,
Miss Linda,,,,CE06ISSP-SP001-05-VELPTJ000,2,1,2015-07-08T22:30:00,2015-08-21T00:00:00,N00269,,N00582,47.13102,-124.26534,,
Miss Linda,,,,CE06ISSP-SP001-06-NUTNRJ000,2,1,2015-07-08T22:30:00,2015-08-21T00:00:00,N00269,,N00583,47.13102,-124.26534,,
Miss Linda,,,,CE06ISSP-SP001-07-SPKIRJ000,2,1,2015-07-08T22:30:00,2015-08-21T00:00:00,N00269,,N00584,47.13102,-124.26534,,
Miss Linda,,,,CE06ISSP-SP001-08-FLORTJ000,2,1,2015-07-08T22:30:00,2015-08-21T00:00:00,N00269,,N00585,47.13102,-124.26534,,
Miss Linda,,,,CE06ISSP-SP001-09-CTDPFJ000,2,1,2015-07-08T22:30:00,2015-08-21T00:00:00,N00269,,N00586,47.13102,-124.26534,,
Miss Linda,,,,CE06ISSP-SP001-10-PARADJ000,2,1,2015-07-08T22:30:00,2015-08-21T00:00:00,N00269,,N00587,47.13102,-124.26534,,
Elakha,,,,CE06ISSP-SP001-00-SPPENG000,3,1,2015-08-21T15:29:00,2015-10-17T00:00:00,N00270,,N00121.1,47.13078,-124.27265,,
Elakha,,,,CE06ISSP-SP001-02-DOSTAJ000,3,1,2015-08-21T15:29:00,2015-10-17T00:00:00,N00270,,N00588,47.13078,-124.27265,,
Elakha,,,,CE06ISSP-SP001-04-OPTAAJ000,3,1,2015-08-21T15:29:00,2015-10-17T00:00:00,N00270,,N00589,47.13078,-124.27265,,
Elakha,,,,CE06ISSP-SP001-05-VELPTJ000,3,1,2015-08-21T15:29:00,2015-10-17T00:00:00,N00270,,N00590,47.13078,-124.27265,,
Elakha,,,,CE06ISSP-SP001-06-NUTNRJ000,3,1,2015-08-21T15:29:00,2015-10-17T00:00:00,N00270,,N00591,47.13078,-124.27265,,
Elakha,,,,CE06ISSP-SP001-07-SPKIRJ000,3,1,2015-08-21T15:29:00,2015-10-17T00:00:00,N00270,,N00592,47.13078,-124.27265,,
Elakha,,,,CE06ISSP-SP001-08-FLORTJ000,3,1,2015-08-21T15:29:00,2015-10-17T00:00:00,N00270,,N00593,47.13078,-124.27265,,
Elakha,,,,CE06ISSP-SP001-09-CTDPFJ000,3,1,2015-08-21T15:29:00,2015-10-17T00:00:00,N00270,,N00594,47.13078,-124.27265,,
Elakha,,,,CE06ISSP-SP001-10-PARADJ000,3,1,2015-08-21T15:29:00,2015-10-17T00:00:00,N00270,,N00595,47.13078,-124.27265,,
TN-342,,,,CE06ISSP-SP001-00-SPPENG000,4,1,2016-05-13T17:48:00,2016-07-20T00:00:00,OL000287,,N00121.1,47.135,-124.26966,,
TN-342,,,,CE06ISSP-SP001-02-DOSTAJ000,4,1,2016-05-13T17:48:00,2016-07-20T00:00:00,OL000287,,A00806,47.135,-124.26966,,
TN-342,,,,CE06ISSP-SP001-04-OPTAAJ000,4,1,2016-05-13T17:48:00,2016-07-20T00:00:00,OL000287,,N00589,47.135,-124.26966,,
TN-342,,,,CE06ISSP-SP001-05-VELPTJ000,4,1,2016-05-13T17:48:00,2016-07-20T00:00:00,OL000287,,N00590,47.135,-124.26966,,
TN-342,,,,CE06ISSP-SP001-06-NUTNRJ000,4,1,2016-05-13T17:48:00,2016-07-20T00:00:00,OL000287,,N00583,47.135,-124.26966,,
TN-342,,,,CE06ISSP-SP001-07-SPKIRJ000,4,1,2016-05-13T17:48:00,2016-07-20T00:00:00,OL000287,,A00094,47.135,-124.26966,,
TN-342,,,,CE06ISSP-SP001-08-FLORTJ000,4,1,2016-05-13T17:48:00,2016-07-20T00:00:00,OL000287,,N00593,47.135,-124.26966,,
TN-342,,,,CE06ISSP-SP001-09-CTDPFJ000,4,1,2016-05-13T17:48:00,2016-07-20T00:00:00,OL000287,,N00594,47.135,-124.26966,,
TN-342,,,,CE06ISSP-SP001-10-PARADJ000,4,1,2016-05-13T17:48:00,2016-07-20T00:00:00,OL000287,,N00595,47.135,-124.26966,,
R/V Jack Robertson,,,,CE06ISSP-SP001-00-SPPENG000,5,1,2016-07-20T15:30:00,,OL000611,,N00126.1,47.136,-124.2693,,
R/V Jack Robertson,,,,CE06ISSP-SP001-02-DOSTAJ000,5,1,2016-07-20T15:30:00,,OL000611,,N00002,47.136,-124.2693,,
R/V Jack Robertson,,,,CE06ISSP-SP001-04-OPTAAJ000,5,1,2016-07-20T15:30:00,,OL000611,,A00906,47.136,-124.2693,,
R/V Jack Robertson,,,,CE06ISSP-SP001-05-VELPTJ000,5,1,2016-07-20T15:30:00,,OL000611,,N00574,47.136,-124.2693,,
R/V Jack Robertson,,,,CE06ISSP-SP001-06-NUTNRJ000,5,1,2016-07-20T15:30:00,,OL000611,,N00591,47.136,-124.2693,,
R/V Jack Robertson,,,,CE06ISSP-SP001-07-SPKIRJ000,5,1,2016-07-20T15:30:00,,OL000611,,OL000614,47.136,-124.2693,,
R/V Jack Robertson,,,,CE06ISSP-SP001-08-FLORTJ000,5,1,2016-07-20T15:30:00,,OL000611,,OL000612,47.136,-124.2693,,
R/V Jack Robertson,,,,CE06ISSP-SP001-09-CTDPFJ000,5,1,2016-07-20T15:30:00,,OL000611,,N00586,47.136,-124.2693,,
R/V Jack Robertson,,,,CE06ISSP-SP001-10-PARADJ000,5,1,2016-07-20T15:30:00,,OL000611,,OL000613,47.136,-124.2693,,
OC1503D,,,,CE07SHSM-MFC31-00-CPMENG000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,OL000410,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-MFD35-00-DCLENG000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,OL000415,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-MFD35-01-VEL3DD000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A01029,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-MFD35-02-PRESFB000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A01012,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-MFD35-04-ADCPTC000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00243,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-MFD35-05-PCO2WB000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00798,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-MFD35-06-PHSEND000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00649,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-MFD37-00-DCLENG000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,OL000416,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-MFD37-01-OPTAAD000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00130,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-MFD37-03-CTDBPC000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A01037,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-MFD37-03-DOSTAD000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00428,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-MFD37-06-CAMDSA000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,N00677,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-MFD37-07-ZPLSCC000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A01153,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-RIC21-00-CPMENG000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,OL000409,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-RID26-00-DCLENG000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,OL000413,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-RID26-01-ADCPTA000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00055,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-RID26-04-VELPTA000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,N00418,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-RID26-06-PHSEND000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00263,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-RID26-07-NUTNRB000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00122,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-RID26-08-SPKIRB000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00435,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-RID27-00-DCLENG000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,OL000414,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-RID27-01-OPTAAD000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00206,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-RID27-02-FLORTD000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00614,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-RID27-03-CTDBPC000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A01040,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-RID27-04-DOSTAD000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00427,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-SBC11-00-CPMENG000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,OL000408,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-SBD11-00-DCLENG000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,OL000411,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-SBD11-01-MOPAK0000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,OL000405,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-SBD11-02-HYDGN0000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,OL000406,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-SBD11-04-VELPTA000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00577,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-SBD11-06-METBKA000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,N00734,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-SBD12-00-DCLENG000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,OL000412,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-SBD12-03-HYDGN0000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,OL000407,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-SBD12-04-PCO2AA000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,N00676,46.98611,-124.56611,,
OC1503D,,,,CE07SHSM-SBD12-05-WAVSSA000,1,1,2015-04-05T17:28:00,2015-10-13T00:00:00,N00213,,A00793,46.98611,-124.56611,,
OC1510A,,,,CE07SHSM-MFC31-00-CPMENG000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,OL000422,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-MFD35-00-DCLENG000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,OL000427,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-MFD35-01-VEL3DD000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01620,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-MFD35-02-PRESFB000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,N00680,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-MFD35-04-ADCPTC000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01055,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-MFD35-05-PCO2WB000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01648,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-MFD35-06-PHSEND000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01042,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-MFD37-00-DCLENG000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,OL000428,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-MFD37-01-OPTAAD000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01056,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-MFD37-03-CTDBPC000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01035,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-MFD37-03-DOSTAD000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01689,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-MFD37-06-CAMDSA000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,N00679,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-MFD37-07-ZPLSCC000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,N00681,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-RIC21-00-CPMENG000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,OL000421,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-RID26-00-DCLENG000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,OL000425,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-RID26-01-ADCPTA000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01248,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-RID26-04-VELPTA000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01751,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-RID26-06-PHSEND000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A00262,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-RID26-07-NUTNRB000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01779,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-RID26-08-SPKIRB000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A00095,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-RID27-00-DCLENG000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,OL000426,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-RID27-01-OPTAAD000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,N00678,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-RID27-02-FLORTD000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01431,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-RID27-03-CTDBPC000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01034,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-RID27-04-DOSTAD000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01692,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-SBC11-00-CPMENG000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,OL000420,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-SBD11-00-DCLENG000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,OL000423,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-SBD11-01-MOPAK0000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,OL000419,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-SBD11-02-HYDGN0000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,OL000417,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-SBD11-04-VELPTA000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,A01753,46.98749,-124.56871,,
OC1510A,,,,CE07SHSM-SBD11-06-METBKA000,2,1,2015-10-13T17:02:00,2016-05-13T00:00:00,N00271,,N00736,46.98749,-124.56871,,
